Detalle_ID|Factura|Categoria|Subcategoria|Producto_ID|Producto|Unidades|Precio_Unitario
84205|SO63458|Accessories|Helmets|8|Sport-100 Helmet, Blue|1|34.99
84147|SO63432|Clothing|Jerseys|10|Long-Sleeve Logo Jersey, S|1|49.99
84186|SO63449|Clothing|Jerseys|10|Long-Sleeve Logo Jersey, S|1|49.99
84164|SO63439|Clothing|Socks|172|Racing Socks, L|1|8.99
84058|SO63399|Clothing|Jerseys|12|Long-Sleeve Logo Jersey, L|1|49.99
84165|SO63439|Clothing|Jerseys|12|Long-Sleeve Logo Jersey, L|1|49.99
83991|SO63369|Bikes|Mountain Bikes|79|Mountain-200 Black, 38|1|2294.99
83993|SO63370|Bikes|Mountain Bikes|79|Mountain-200 Black, 38|1|2294.99
83992|SO63369|Accessories|Hydration Packs|177|Hydration Pack - 70 oz.|1|54.99
83994|SO63370|Accessories|Hydration Packs|177|Hydration Pack - 70 oz.|1|54.99
84023|SO63383|Accessories|Hydration Packs|177|Hydration Pack - 70 oz.|1|54.99
84095|SO63412|Accessories|Hydration Packs|177|Hydration Pack - 70 oz.|1|54.99
84136|SO63428|Bikes|Mountain Bikes|81|Mountain-200 Black, 46|1|2294.99
84067|SO63403|Accessories|Tires and Tubes|227|HL Mountain Tire|1|35
84003|SO63375|Accessories|Tires and Tubes|231|Touring Tire|1|28.99
84050|SO63396|Accessories|Tires and Tubes|231|Touring Tire|1|28.99
84218|SO63464|Accessories|Tires and Tubes|231|Touring Tire|1|28.99
84004|SO63375|Accessories|Tires and Tubes|220|Touring Tire Tube|1|4.99
84051|SO63396|Accessories|Tires and Tubes|220|Touring Tire Tube|1|4.99
84057|SO63399|Accessories|Tires and Tubes|220|Touring Tire Tube|1|4.99
84163|SO63438|Accessories|Tires and Tubes|220|Touring Tire Tube|1|4.99
84219|SO63464|Accessories|Tires and Tubes|220|Touring Tire Tube|1|4.99
84137|SO63428|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
84206|SO63459|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
84250|SO63473|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
84022|SO63383|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84040|SO63391|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84046|SO63394|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84047|SO63395|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84078|SO63407|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84083|SO63408|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84093|SO63412|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84138|SO63428|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84166|SO63440|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84185|SO63449|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84207|SO63459|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84249|SO63473|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84190|SO63451|Clothing|Shorts|166|Women's Mountain Shorts, L|1|69.99
84055|SO63398|Clothing|Jerseys|179|Short-Sleeve Classic Jersey, M|1|53.99
84049|SO63395|Clothing|Jerseys|181|Short-Sleeve Classic Jersey, XL|1|53.99
84073|SO63404|Clothing|Jerseys|181|Short-Sleeve Classic Jersey, XL|1|53.99
84039|SO63391|Clothing|Gloves|155|Half-Finger Gloves, S|1|24.49
84175|SO63443|Clothing|Socks|171|Racing Socks, M|1|8.99
84054|SO63398|Accessories|Tires and Tubes|228|LL Road Tire|1|21.49
84149|SO63433|Accessories|Tires and Tubes|226|ML Mountain Tire|1|29.99
84174|SO63443|Accessories|Tires and Tubes|226|ML Mountain Tire|1|29.99
84178|SO63445|Accessories|Tires and Tubes|226|ML Mountain Tire|1|29.99
84208|SO63460|Accessories|Tires and Tubes|226|ML Mountain Tire|1|29.99
84237|SO63469|Accessories|Tires and Tubes|226|ML Mountain Tire|1|29.99
84066|SO63403|Bikes|Mountain Bikes|76|Mountain-200 Silver, 38|1|2319.99
84071|SO63404|Bikes|Mountain Bikes|78|Mountain-200 Silver, 46|1|2319.99
84248|SO63473|Bikes|Mountain Bikes|80|Mountain-200 Black, 42|1|2294.99
84169|SO63441|Bikes|Road Bikes|91|Road-250 Black, 48|1|2443.35
84081|SO63408|Bikes|Road Bikes|92|Road-250 Black, 52|1|2443.35
84102|SO63416|Bikes|Road Bikes|272|Road-350-W Yellow, 44|1|1700.99
84269|SO63480|Bikes|Road Bikes|97|Road-550-W Yellow, 44|1|1120.49
84077|SO63407|Bikes|Road Bikes|98|Road-550-W Yellow, 48|1|1120.49
84101|SO63415|Bikes|Road Bikes|98|Road-550-W Yellow, 48|1|1120.49
84079|SO63407|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
84082|SO63408|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
84094|SO63412|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
84167|SO63440|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
84092|SO63412|Bikes|Road Bikes|295|Road-750 Black, 48|1|539.99
84148|SO63432|Clothing|Gloves|157|Half-Finger Gloves, L|1|24.49
84170|SO63441|Accessories|Tires and Tubes|230|HL Road Tire|1|32.6
84204|SO63458|Accessories|Tires and Tubes|225|LL Mountain Tire|1|24.99
84274|SO63482|Accessories|Tires and Tubes|225|LL Mountain Tire|1|24.99
84235|SO63469|Bikes|Mountain Bikes|277|Mountain-400-W Silver, 38|1|769.49
84273|SO63482|Bikes|Mountain Bikes|288|Mountain-500 Black, 44|1|539.99
84284|SO63485|Bikes|Mountain Bikes|76|Mountain-200 Silver, 38|1|2319.99
84285|SO63485|Accessories|Tires and Tubes|227|HL Mountain Tire|1|35
84316|SO63497|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84317|SO63497|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
84318|SO63497|Accessories|Helmets|5|Sport-100 Helmet, Black|1|34.99
84323|SO63501|Accessories|Tires and Tubes|170|Patch Kit/8 Patches|1|2.29
84324|SO63501|Accessories|Bike Stands|176|All-Purpose Bike Stand|1|159
84331|SO63505|Bikes|Road Bikes|90|Road-250 Black, 44|1|2443.35
84332|SO63505|Accessories|Helmets|8|Sport-100 Helmet, Blue|1|34.99
84333|SO63505|Clothing|Caps|9|AWC Logo Cap|1|8.99
84342|SO63510|Accessories|Tires and Tubes|220|Touring Tire Tube|1|4.99
84343|SO63510|Accessories|Helmets|8|Sport-100 Helmet, Blue|1|34.99
84350|SO63514|Accessories|Tires and Tubes|230|HL Road Tire|1|32.6
84351|SO63514|Accessories|Tires and Tubes|219|Road Tire Tube|1|3.99
84352|SO63514|Clothing|Jerseys|11|Long-Sleeve Logo Jersey, M|1|49.99
84356|SO63516|Accessories|Tires and Tubes|218|Mountain Tire Tube|1|4.99
84357|SO63516|Accessories|Tires and Tubes|225|LL Mountain Tire|1|24.99
84358|SO63516|Accessories|Helmets|5|Sport-100 Helmet, Black|1|34.99
84359|SO63516|Clothing|Jerseys|10|Long-Sleeve Logo Jersey, S|1|49.99
84374|SO63524|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84378|SO63526|Accessories|Tires and Tubes|218|Mountain Tire Tube|1|4.99
84379|SO63526|Accessories|Tires and Tubes|225|LL Mountain Tire|1|24.99
84386|SO63529|Accessories|Tires and Tubes|231|Touring Tire|1|28.99
84387|SO63529|Accessories|Tires and Tubes|220|Touring Tire Tube|1|4.99
84388|SO63529|Accessories|Tires and Tubes|170|Patch Kit/8 Patches|1|2.29
84389|SO63530|Accessories|Tires and Tubes|218|Mountain Tire Tube|1|4.99
84390|SO63530|Accessories|Tires and Tubes|227|HL Mountain Tire|1|35
84405|SO63535|Bikes|Touring Bikes|263|Touring-1000 Blue, 46|1|2384.07
84406|SO63535|Accessories|Tires and Tubes|231|Touring Tire|1|28.99
84407|SO63535|Accessories|Tires and Tubes|220|Touring Tire Tube|1|4.99
84409|SO63537|Bikes|Road Bikes|270|Road-350-W Yellow, 40|1|1700.99
84410|SO63537|Accessories|Tires and Tubes|219|Road Tire Tube|1|3.99
84411|SO63537|Accessories|Tires and Tubes|229|ML Road Tire|1|24.99
84412|SO63537|Clothing|Jerseys|179|Short-Sleeve Classic Jersey, M|1|53.99
84413|SO63537|Clothing|Gloves|155|Half-Finger Gloves, S|1|24.49
84416|SO63539|Bikes|Mountain Bikes|81|Mountain-200 Black, 46|1|2294.99
84417|SO63539|Accessories|Tires and Tubes|170|Patch Kit/8 Patches|1|2.29
84418|SO63540|Bikes|Touring Bikes|252|Touring-1000 Yellow, 50|1|2384.07
84419|SO63540|Clothing|Caps|9|AWC Logo Cap|1|8.99
84446|SO63551|Accessories|Tires and Tubes|219|Road Tire Tube|1|3.99
84447|SO63551|Clothing|Gloves|157|Half-Finger Gloves, L|1|24.49
84455|SO63555|Clothing|Caps|9|AWC Logo Cap|1|8.99
84460|SO63558|Bikes|Mountain Bikes|282|Mountain-500 Silver, 42|1|564.99
84461|SO63558|Accessories|Tires and Tubes|218|Mountain Tire Tube|1|4.99
84462|SO63558|Accessories|Tires and Tubes|225|LL Mountain Tire|1|24.99
84463|SO63558|Accessories|Helmets|4|Sport-100 Helmet, Red|1|34.99
84473|SO63562|Bikes|Mountain Bikes|76|Mountain-200 Silver, 38|1|2319.99
84474|SO63562|Accessories|Tires and Tubes|218|Mountain Tire Tube|1|4.99
84475|SO63562|Accessories|Tires and Tubes|227|HL Mountain Tire|1|35
84476|SO63562|Accessories|Tires and Tubes|170|Patch Kit/8 Patches|1|2.29
84478|SO63564|Clothing|Jerseys|181|Short-Sleeve Classic Jersey, XL|1|53.99
84498|SO63573|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
84499|SO63573|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84500|SO63573|Accessories|Helmets|8|Sport-100 Helmet, Blue|1|34.99
84505|SO63575|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84506|SO63575|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
84507|SO63575|Clothing|Caps|9|AWC Logo Cap|1|8.99
84515|SO63578|Accessories|Tires and Tubes|218|Mountain Tire Tube|1|4.99
84516|SO63578|Accessories|Helmets|4|Sport-100 Helmet, Red|1|34.99
84517|SO63578|Clothing|Vests|161|Classic Vest, S|1|63.5
84530|SO63586|Accessories|Tires and Tubes|231|Touring Tire|1|28.99
84544|SO63593|Clothing|Caps|9|AWC Logo Cap|1|8.99
84548|SO63595|Clothing|Caps|9|AWC Logo Cap|1|8.99
84549|SO63596|Bikes|Mountain Bikes|277|Mountain-400-W Silver, 38|1|769.49
84557|SO63599|Bikes|Mountain Bikes|77|Mountain-200 Silver, 42|1|2319.99
84558|SO63599|Accessories|Fenders|175|Fender Set - Mountain|1|21.98
84559|SO63599|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
84560|SO63599|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84566|SO63601|Bikes|Touring Bikes|265|Touring-1000 Blue, 54|1|2384.07
84567|SO63601|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
84572|SO63604|Bikes|Mountain Bikes|80|Mountain-200 Black, 42|1|2294.99
84584|SO63608|Bikes|Touring Bikes|266|Touring-1000 Blue, 60|1|2384.07
84585|SO63608|Accessories|Tires and Tubes|231|Touring Tire|1|28.99
84586|SO63608|Accessories|Tires and Tubes|220|Touring Tire Tube|1|4.99
84589|SO63610|Bikes|Road Bikes|96|Road-550-W Yellow, 42|1|1120.49
84590|SO63610|Clothing|Caps|9|AWC Logo Cap|1|8.99
84591|SO63610|Clothing|Jerseys|178|Short-Sleeve Classic Jersey, S|1|53.99
84608|SO63616|Bikes|Road Bikes|272|Road-350-W Yellow, 44|1|1700.99
84609|SO63616|Clothing|Jerseys|178|Short-Sleeve Classic Jersey, S|1|53.99
84610|SO63616|Clothing|Caps|9|AWC Logo Cap|1|8.99
84611|SO63617|Bikes|Road Bikes|98|Road-550-W Yellow, 48|1|1120.49
84612|SO63617|Accessories|Helmets|5|Sport-100 Helmet, Black|1|34.99
84631|SO63623|Accessories|Tires and Tubes|219|Road Tire Tube|1|3.99
84632|SO63623|Accessories|Tires and Tubes|228|LL Road Tire|1|21.49
84633|SO63623|Clothing|Gloves|157|Half-Finger Gloves, L|1|24.49
84634|SO63624|Accessories|Tires and Tubes|228|LL Road Tire|1|21.49
84635|SO63625|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84636|SO63625|Clothing|Jerseys|181|Short-Sleeve Classic Jersey, XL|1|53.99
84637|SO63626|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
84638|SO63626|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84639|SO63626|Clothing|Jerseys|13|Long-Sleeve Logo Jersey, XL|1|49.99
84640|SO63626|Clothing|Caps|9|AWC Logo Cap|1|8.99
84641|SO63627|Accessories|Helmets|8|Sport-100 Helmet, Blue|1|34.99
84642|SO63627|Clothing|Gloves|157|Half-Finger Gloves, L|1|24.49
84665|SO63639|Accessories|Tires and Tubes|225|LL Mountain Tire|1|24.99
84666|SO63639|Accessories|Tires and Tubes|218|Mountain Tire Tube|1|4.99
84667|SO63639|Clothing|Gloves|155|Half-Finger Gloves, S|1|24.49
84668|SO63639|Accessories|Helmets|8|Sport-100 Helmet, Blue|1|34.99
84687|SO63647|Clothing|Shorts|166|Women's Mountain Shorts, L|1|69.99
84690|SO63649|Clothing|Caps|9|AWC Logo Cap|1|8.99
84691|SO63649|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84700|SO63654|Accessories|Tires and Tubes|225|LL Mountain Tire|1|24.99
84701|SO63654|Accessories|Tires and Tubes|218|Mountain Tire Tube|1|4.99
84702|SO63654|Accessories|Helmets|4|Sport-100 Helmet, Red|1|34.99
84706|SO63656|Accessories|Tires and Tubes|228|LL Road Tire|1|21.49
84707|SO63656|Accessories|Tires and Tubes|219|Road Tire Tube|1|3.99
84708|SO63656|Accessories|Tires and Tubes|170|Patch Kit/8 Patches|1|2.29
84724|SO63663|Accessories|Tires and Tubes|218|Mountain Tire Tube|1|4.99
84725|SO63663|Accessories|Tires and Tubes|227|HL Mountain Tire|1|35
84726|SO63663|Accessories|Tires and Tubes|170|Patch Kit/8 Patches|1|2.29
84744|SO63672|Bikes|Road Bikes|271|Road-350-W Yellow, 42|1|1700.99
84746|SO63674|Bikes|Road Bikes|96|Road-550-W Yellow, 42|1|1120.49
84747|SO63674|Clothing|Jerseys|179|Short-Sleeve Classic Jersey, M|1|53.99
84748|SO63675|Bikes|Road Bikes|96|Road-550-W Yellow, 42|1|1120.49
84759|SO63680|Bikes|Touring Bikes|263|Touring-1000 Blue, 46|1|2384.07
84760|SO63680|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
84761|SO63680|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84762|SO63680|Accessories|Helmets|4|Sport-100 Helmet, Red|1|34.99
84763|SO63681|Bikes|Touring Bikes|252|Touring-1000 Yellow, 50|1|2384.07
84764|SO63681|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
84765|SO63681|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84770|SO63683|Bikes|Touring Bikes|251|Touring-1000 Yellow, 46|1|2384.07
84771|SO63683|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84772|SO63683|Clothing|Caps|9|AWC Logo Cap|1|8.99
84773|SO63683|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
84781|SO63687|Bikes|Road Bikes|270|Road-350-W Yellow, 40|1|1700.99
84782|SO63687|Accessories|Tires and Tubes|229|ML Road Tire|1|24.99
84783|SO63687|Accessories|Tires and Tubes|219|Road Tire Tube|1|3.99
84793|SO63692|Accessories|Helmets|5|Sport-100 Helmet, Black|1|34.99
84794|SO63692|Clothing|Gloves|157|Half-Finger Gloves, L|1|24.49
84795|SO63693|Accessories|Tires and Tubes|219|Road Tire Tube|1|3.99
84797|SO63695|Bikes|Road Bikes|90|Road-250 Black, 44|1|2443.35
84798|SO63695|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84799|SO63695|Clothing|Caps|9|AWC Logo Cap|1|8.99
84800|SO63695|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
84805|SO63698|Bikes|Road Bikes|272|Road-350-W Yellow, 44|1|1700.99
84806|SO63698|Accessories|Tires and Tubes|229|ML Road Tire|1|24.99
84807|SO63698|Accessories|Tires and Tubes|219|Road Tire Tube|1|3.99
84808|SO63698|Accessories|Helmets|4|Sport-100 Helmet, Red|1|34.99
84822|SO63704|Bikes|Mountain Bikes|78|Mountain-200 Silver, 46|1|2319.99
84823|SO63704|Accessories|Fenders|175|Fender Set - Mountain|1|21.98
84824|SO63704|Clothing|Caps|9|AWC Logo Cap|1|8.99
84825|SO63704|Accessories|Helmets|8|Sport-100 Helmet, Blue|1|34.99
84830|SO63707|Accessories|Tires and Tubes|225|LL Mountain Tire|1|24.99
84837|SO63710|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
84838|SO63710|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84839|SO63711|Clothing|Shorts|166|Women's Mountain Shorts, L|1|69.99
84840|SO63711|Clothing|Caps|9|AWC Logo Cap|1|8.99
84846|SO63714|Accessories|Tires and Tubes|218|Mountain Tire Tube|1|4.99
84847|SO63714|Accessories|Helmets|8|Sport-100 Helmet, Blue|1|34.99
84848|SO63714|Clothing|Jerseys|11|Long-Sleeve Logo Jersey, M|1|49.99
84849|SO63714|Clothing|Caps|9|AWC Logo Cap|1|8.99
84855|SO63717|Accessories|Fenders|175|Fender Set - Mountain|1|21.98
84856|SO63717|Clothing|Jerseys|13|Long-Sleeve Logo Jersey, XL|1|49.99
84859|SO63720|Accessories|Tires and Tubes|229|ML Road Tire|1|24.99
84860|SO63720|Accessories|Tires and Tubes|170|Patch Kit/8 Patches|1|2.29
84876|SO63727|Bikes|Mountain Bikes|287|Mountain-500 Black, 42|1|539.99
84877|SO63727|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
84878|SO63727|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84879|SO63727|Accessories|Helmets|5|Sport-100 Helmet, Black|1|34.99
84897|SO63734|Bikes|Road Bikes|295|Road-750 Black, 48|1|539.99
84898|SO63734|Accessories|Tires and Tubes|228|LL Road Tire|1|21.49
84913|SO63741|Bikes|Touring Bikes|251|Touring-1000 Yellow, 46|1|2384.07
84914|SO63741|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
84915|SO63741|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84916|SO63741|Accessories|Hydration Packs|177|Hydration Pack - 70 oz.|1|54.99
84928|SO63747|Bikes|Road Bikes|296|Road-750 Black, 52|1|539.99
84929|SO63747|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
84934|SO63749|Bikes|Touring Bikes|252|Touring-1000 Yellow, 50|1|2384.07
84935|SO63749|Accessories|Helmets|5|Sport-100 Helmet, Black|1|34.99
84955|SO63758|Bikes|Road Bikes|92|Road-250 Black, 52|1|2443.35
84956|SO63758|Accessories|Tires and Tubes|230|HL Road Tire|1|32.6
84957|SO63758|Accessories|Tires and Tubes|219|Road Tire Tube|1|3.99
84958|SO63758|Accessories|Helmets|5|Sport-100 Helmet, Black|1|34.99
84959|SO63758|Clothing|Gloves|156|Half-Finger Gloves, M|1|24.49
84963|SO63761|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
84991|SO63772|Accessories|Tires and Tubes|228|LL Road Tire|1|21.49
84992|SO63772|Clothing|Caps|9|AWC Logo Cap|1|8.99
85004|SO63778|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
85005|SO63778|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
85006|SO63778|Clothing|Caps|9|AWC Logo Cap|1|8.99
85007|SO63779|Clothing|Shorts|166|Women's Mountain Shorts, L|1|69.99
85008|SO63779|Clothing|Caps|9|AWC Logo Cap|1|8.99
85014|SO63782|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
85015|SO63782|Clothing|Vests|162|Classic Vest, M|1|63.5
85017|SO63784|Accessories|Tires and Tubes|230|HL Road Tire|1|32.6
85018|SO63784|Accessories|Helmets|5|Sport-100 Helmet, Black|1|34.99
85039|SO63792|Bikes|Mountain Bikes|76|Mountain-200 Silver, 38|1|2319.99
85040|SO63792|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
85055|SO63799|Bikes|Road Bikes|91|Road-250 Black, 48|1|2443.35
85056|SO63799|Accessories|Helmets|4|Sport-100 Helmet, Red|1|34.99
85062|SO63802|Bikes|Touring Bikes|275|Touring-3000 Blue, 44|1|742.35
85063|SO63802|Clothing|Jerseys|10|Long-Sleeve Logo Jersey, S|1|49.99
85064|SO63803|Bikes|Touring Bikes|263|Touring-1000 Blue, 46|1|2384.07
85065|SO63803|Accessories|Helmets|5|Sport-100 Helmet, Black|1|34.99
85088|SO63812|Bikes|Road Bikes|272|Road-350-W Yellow, 44|1|1700.99
85089|SO63812|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
85090|SO63812|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
85091|SO63813|Bikes|Road Bikes|271|Road-350-W Yellow, 42|1|1700.99
85092|SO63813|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
85093|SO63813|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
85096|SO63815|Bikes|Road Bikes|295|Road-750 Black, 48|1|539.99
85097|SO63815|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
85098|SO63815|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
85099|SO63815|Accessories|Cleaners|174|Bike Wash - Dissolver|1|7.95
85112|SO63820|Bikes|Touring Bikes|264|Touring-1000 Blue, 50|1|2384.07
85113|SO63820|Accessories|Helmets|5|Sport-100 Helmet, Black|1|34.99
85118|SO63824|Bikes|Mountain Bikes|77|Mountain-200 Silver, 42|1|2319.99
85119|SO63824|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
85120|SO63824|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
85121|SO63824|Accessories|Helmets|5|Sport-100 Helmet, Black|1|34.99
85126|SO63826|Accessories|Tires and Tubes|220|Touring Tire Tube|1|4.99
85127|SO63826|Clothing|Caps|9|AWC Logo Cap|1|8.99
85131|SO63829|Clothing|Jerseys|179|Short-Sleeve Classic Jersey, M|1|53.99
85135|SO63831|Bikes|Road Bikes|92|Road-250 Black, 52|1|2443.35
85136|SO63831|Accessories|Bottles and Cages|169|Road Bottle Cage|1|8.99
85137|SO63831|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
85138|SO63831|Accessories|Helmets|8|Sport-100 Helmet, Blue|1|34.99
85142|SO63833|Bikes|Mountain Bikes|79|Mountain-200 Black, 38|1|2294.99
85143|SO63833|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
85144|SO63833|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
85145|SO63833|Clothing|Jerseys|180|Short-Sleeve Classic Jersey, L|1|53.99
85155|SO63839|Accessories|Tires and Tubes|219|Road Tire Tube|1|3.99
85156|SO63839|Accessories|Tires and Tubes|228|LL Road Tire|1|21.49
85157|SO63840|Accessories|Tires and Tubes|231|Touring Tire|1|28.99
85158|SO63840|Accessories|Tires and Tubes|220|Touring Tire Tube|1|4.99
85159|SO63840|Accessories|Helmets|8|Sport-100 Helmet, Blue|1|34.99
85173|SO63846|Clothing|Shorts|165|Women's Mountain Shorts, M|1|69.99
85179|SO63849|Accessories|Fenders|175|Fender Set - Mountain|1|21.98
85180|SO63849|Accessories|Bottles and Cages|168|Mountain Bottle Cage|1|9.99
85181|SO63849|Accessories|Bottles and Cages|167|Water Bottle - 30 oz.|1|4.99
85182|SO63849|Clothing|Jerseys|180|Short-Sleeve Classic Jersey, L|1|53.99
85186|SO63851|Accessories|Fenders|175|Fender Set - Mountain|1|21.98
85187|SO63851|Accessories|Cleaners|174|Bike Wash - Dissolver|1|7.95
85192|SO63854|Accessories|Tires and Tubes|218|Mountain Tire Tube|1|4.99
85193|SO63854|Accessories|Tires and Tubes|226|ML Mountain Tire|1|29.99
